url,View(s),Reply(s),Phone Provider,Phone Type,Subject,Question,Question Author Level,Question Author Qualities,Num Also Have Question,Answer,Accepted Answer Helpfulness,Answer Author Level,Other Helpful Answers
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Red-Led-Notification-Light/m-p/103523#M3112,4520,7,Samsung,Galaxy S8,Red Led Notification Light,"
Hello, Galaxy S8+ I have no idea why, but the red notification light sometimes starts blinking. When is fully charged, or with 75%, 53%, 40%, 80% of charge, none notifications. My phone is almost empty, I dont have a lot of apps or background apps. I'm not using the Iris Scanner. What do you guys think? Thanks



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
I found out that it was because of an app called Notification Reminder. I don't have the problem anymore.


",0,Asteroid,"['\nHey @userbbVkxAH4iD\nSadly it\'s a bit of an all or nothing kind of thing. You can have them all on, or all off, but can\'t just pick and choose. Also, as of right now, there is no way to change the default colors outside of a 3rd party app that alters them. \xa0=/\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.\n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Galaxy-s8-Cannot-erase-phone-numbers-on-contacts/m-p/143352#M15029,229,3,Samsung,Galaxy S8,Galaxy s8 - Cannot erase phone numbers on contacts,"
Hi - I have a Galaxy s8. I cannot erase phone numbers on contacts. I click Edit, erase the number, Save, and the number is still there! Tried also to replace that number with another one, same result. Could you please help? Thank you.



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
Hello @usercJGyZvlyiH
Let's try some troubleshooting steps, just let us know how these go!

Are all your Apps are up to date? You have 2 places that you need to look. Google Play store and Galaxy app store. Go to both and check My Apps. Make sure there is no app that needs updating. 
Is your phone OS up to date? Go to Settings, About phone and check for software update. Make sure you have the latest phone software. 
Clear phone cache. Instructions are here. 
Clear Application cache and sometimes Application data. Instructions are here. 
Restart your phone in Safe mode. This is just to help you isolate the issue if it is caused by 3rd part apps. Instructions are here. 


Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-stopped-charging-and-will-not-detect-usb/m-p/145568#M15504,87,1,Samsung,Galaxy S8,S8+ stopped charging and will not detect usb,"
So tonight i do my usuall routine and plug my phone in and go to bed. Exepect this time the phone was only at 7 percent. I have two oem chables and none seem effective. This happend after a update if it matters. My phone is the S8+ from verizon.



						
							Solved!
						
						Go to Solution.



",Astronaut,,,"
Well- i fixed it my self. The problem was not with the phone, it was with the way the usb connected to the brick. If your phone is not charging, try to find other combinations of bricks and cables. Like, try plugging the usb into a computer. If it charges there, its the brick and usb connection. Try to mess with the way they connect buy wiggling it to fit, which i did.


",0,Astronaut,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Home-button-won-t-wake-phone/m-p/145297#M15459,141,1,Samsung,Galaxy S8,Home button won't wake phone,"
I ha ve been away for about a month and when I got back I had 3 updates waiting. Afterinstalling these updates my on screen home button no longer wakes my phone as it used to. There is no haptic feedback. It is just unresponsive as long as the screen is off. Any work around, or do I just hate my phone now?



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
and now just like that, it started working again without me doing anything.


",0,Constellation,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-free-carrier-Wifi-connecting-AND-disconnecting-randomly/m-p/139353#M13829,104,2,Samsung,Galaxy S8,[ S8+ free carrier ] - Wifi connecting AND disconnecting randomly,"
Hello all,I would like to get an official oppinion from Samsung for my next issue:I've recently bought the S8+ from Carphone Warehouse, (UK store), sim-free (unlocked), and since the first day I've got the same issue until now: while having the screen OFF, my phone connects automaticly to any saved/free wifi in the area. And when I'm ulocking my phone or turn the screen ON, it deactivates automaticaly...And it happens at random times as well...What the **** is wrong?I've reseted the network settings, FULL factory settings...and NOTHING fixed it. What can I do? It's a big concern, it's not something you can live with...is not a minor issue...I've had a go on this platform and google it as well..I'm not the only one that got this problem... What can we do and for how long do we have to wait until we get a fix? I just want to have it fixed, I don't want to change my phone, because I love it...it's just this part that worries me.With who do I have to get in contact to fix my problem? Thank you very much ! 



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Thanks for sharing with the Community! This definitely sounds like a situation that we should be contacting support for so that they can set up service on the device. From what you've said, you've already gone above and beyond by exhausting the most extensive software troubleshooting steps available what with having tried a full factory reset. Please get in contact with your regional support team to set up that service order. Their number is 0330 SAMSUNG (726 7864).

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/No-Bixby-Voice/m-p/144689#M15345,245,1,Samsung,Galaxy S8,No Bixby Voice,"
So very frustrated....Purchased an international, unlocked Samsung Galaxy S8 Plus, thinking I had the best tech there is, only to find I can't even get Bixby Voice. I also have an iPhone, and never have to worry about Siri, as it is pre-installed, and always works. When will I get Bixby Voice for my S8+ here in the Philippines, or is there any other way possible to get it on my phone....Seriously thinking of moving away from the Samsung Galaxy S8+ in favor of a phone that does what it advertises. Frustrated here Samsung !!



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Currently, Bixby Voice is only available to Korean and American devices. Unfortunately, if your phone is not from one of those markets, Bixby Voice is not available to you just yet.


",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/ClearView-case-scratched-my-screen/m-p/137221#M13110,323,3,Samsung,Galaxy S8,ClearView case scratched my screen.,"
The front cover of the case scratched my phone. Not all of it is covered in fabric, there is a plastic circle where small particles got caught and scratched my screen. Its like a circle full of small scratches and it looks bad. I used the case for only about 10 days.... Does the warranty of the phone cover any of this?



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
You warranty wouldn't cover any cosmetic damages like this, unless you had enrolled in the Premium Care plan with your phone. 

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Phone-bricked-after-update-from-AT-amp-T/m-p/121066#M8086,507,6,Samsung,Galaxy S8,Phone bricked after update from AT&T,"
Today an update came available on my two Galaxy S8s from AT&T.  One updated without issues, but the other is now frozen on the startup animation.  The phone was fully charged before the update.  I tried an extended press of the power button to shut it down, but got no response.  The phone has had the screen on with the frozen animation for an hour now. Has anyone else experienced this?



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
 @userkGFyLSY1y1, Please try these steps below: Step 1: Do the forced reboot / soft reset procedureThis must be the first thing you should do; it’s easy and safe. This will rule out the possibility that the phone’s firmware crashed or the problem was caused by any minor system-related issues. It’s equivalent to the battery pull procedure that we often did to phones with a removable battery. The Galaxy S8 doesn’t have a user-removable battery so Samsung devices a combo to do the simulated battery disconnect.To do this, press and hold both the Volume Down and Power keys together for 7 to 10 seconds. Assuming the problem was indeed just a minor firmware issue, the device should start up normally. Of course, continue your observation until you’re satisfied the phone is working perfectly because if you encounter hiccups even after the phone turned on, do not hesitate to have the phone replaced. You don’t want to deal with any sort of problems with a brand new, premium smartphone.Step 2: Charge the phone to know if it responds when plugged inNow, let’s rule out the possibility that the battery hasn’t been charged a bit before packing by charging the phone. Use the original charger that came with the main unit. Leave the phone plugged in for at least five minutes and then check if the charging icon shows on the screen and that the LED indicator at the top of the display lights up. If both charging signs show, then attempt to turn the phone on after a few minutes of charging. It should turn on normally.However, if none of those signs show, it means the phone isn’t charging. At this point, don’t do anything anymore, except bring the phone back to the store and have it replaced. A brand new (and very expensive) phone should turn on and charge out of the box. If it doesn’t, it’s defective.In the event that the phone shows those charging signs and you can actually see the battery indicator going up in percentage and the phone still refuses to turn on, you may proceed with the next steps.Step 3: Attempt to boot your Samsung Galaxy S8 in Safe modeAll we have to do is bring the phone to life so you can use it and while we don’t know for sure what’s preventing it from turning, we need to try to do things that may help it boot up. So, in this step, try to see if it can boot up in safe mode by following these steps:Turn the device off.Press and hold the Power key past the model name screen.When “SAMSUNG” appears on the screen, release the Power key.Immediately after releasing the Power key, press and hold the Volume down key.Continue to hold the Volume down key until the device finishes restarting.Safe mode will display in the bottom left corner of the screen.Release the Volume down key when you see Safe Mode.Uninstall apps that are causing a problem.If the phone still won’t boot up in this mode, then move on to the next step.Step 4: Try to boot your phone into Recovery modeIt is useless to wipe the cache partition or reset a brand new phone but what we want you to do is to try to see if the phone can power up its hardware and successfully boot in one of the modes. If successful, then we know that the phone’s hardware is fine. However, if it also won’t boot in recovery mode, then it’s safe to assume you’ve got a lemon and you need to send it back and have it replaced. But this is how you boot your phone in recovery mode:Turn off the device.Press and hold the Volume Up key and the Home key then presses and hold the Power key.When the Android logo displays, release all keys (‘Installing system update’ will show for about 30 – 60 seconds before showing the Android system recovery menu options).After this please check out my repair/replace options:  There are several options such as:1. Replacing through carrier2. Replacing through Insurance.Check out the following links for your carrier: AT&T: https://goo.gl/tuPypBCotsco: https://goo.gl/gowZBBCricket: https://goo.gl/UBZ7FHFido: https://goo.gl/HjhUFBMetroPCS: https://goo.gl/VnhfT7nTelos: https://goo.gl/7mcwVvRogers: https://goo.gl/kgzA7CSprint: https://goo.gl/o6URZ3T-Mobile: https://goo.gl/hMpFy3Verizon Wireless: https://goo.gl/Phtk9sWalmart:https://goo.gl/f6LbUCFreedom Mobile: https://goo.gl/X5Ra4qTelus: 1-866-281-4537Koodoo Moble: 1-844-574-18393. Best Buy with Samsung Experience Shop inside of it (https://goo.gl/MnGpIL). Here is a Store Locator: https://goo.gl/RS1YXm4. Samsung Repair Center: https://goo.gl/oaEuyN5. Ship it to Samsung: https://goo.gl/FyQfKB(All links are shortened with Google URL Shortener and are safe to click)

Acrillix - Samsung Community Valued Contributor Elite MemberBe sure to click ""✓ Accept as Solution"" when you find an answer that works for you and ""This Helped Me"" if it's helpful. My Blog - Guru of the Galaxies: http://guruofthegalaxies.com/



",2,Valued Contributor (Elite),"['\n\xa0@userkGFyLSY1y1,\xa0Please try these steps below:\xa0Step 1: Do the forced reboot / soft reset procedureThis must be the first thing you should do; it’s easy and safe. This will rule out the possibility that the phone’s firmware crashed or the problem was caused by any minor system-related issues. It’s equivalent to the battery pull procedure that we often did to phones with a removable battery. The Galaxy S8 doesn’t have a user-removable battery so Samsung devices a combo to do the simulated battery disconnect.To do this, press and hold both the Volume Down and Power keys together for 7 to 10 seconds. Assuming the problem was indeed just a minor firmware issue, the device should start up normally. Of course, continue your observation until you’re satisfied the phone is working perfectly because if you encounter hiccups even after the phone turned on, do not hesitate to have the phone replaced. You don’t want to deal with any sort of problems with a brand new, premium smartphone.Step 2: Charge the phone to know if it responds when plugged inNow, let’s rule out the possibility that the battery hasn’t been charged a bit before packing by charging the phone. Use the original charger that came with the main unit. Leave the phone plugged in for at least five minutes and then check if the charging icon shows on the screen and that the LED indicator at the top of the display lights up. If both charging signs show, then attempt to turn the phone on after a few minutes of charging. It should turn on normally.However, if none of those signs show, it means the phone isn’t charging. At this point, don’t do anything anymore, except bring the phone back to the store and have it replaced. A brand new (and very expensive) phone should turn on and charge out of the box. If it doesn’t, it’s defective.In the event that the phone shows those charging signs and you can actually see the battery indicator going up in percentage and the phone still refuses to turn on, you may proceed with the next steps.Step 3: Attempt to boot your Samsung Galaxy S8 in Safe modeAll we have to do is bring the phone to life so you can use it and while we don’t know for sure what’s preventing it from turning, we need to try to do things that may help it boot up. So, in this step, try to see if it can boot up in safe mode by following these steps:Turn the device off.Press and hold the Power key past the model name screen.When “SAMSUNG” appears on the screen, release the Power key.Immediately after releasing the Power key, press and hold the Volume down key.Continue to hold the Volume down key until the device finishes restarting.Safe mode will display in the bottom left corner of the screen.Release the Volume down key when you see Safe Mode.Uninstall apps that are causing a problem.If the phone still won’t boot up in this mode, then move on to the next step.Step 4: Try to boot your phone into Recovery modeIt is useless to wipe the cache partition or reset a brand new phone but what we want you to do is to try to see if the phone can power up its hardware and successfully boot in one of the modes. If successful, then we know that the phone’s hardware is fine. However, if it also won’t boot in recovery mode, then it’s safe to assume you’ve got a lemon and you need to send it back and have it replaced. But this is how you boot your phone in recovery mode:Turn off the device.Press and hold the Volume Up key and the Home key then presses and hold the Power key.When the Android logo displays, release all keys (‘Installing system update’ will show for about 30 – 60 seconds before showing the Android system recovery menu options).After this please check out my repair/replace options:\xa0\xa0There are several options such as:1. Replacing through carrier2. Replacing through Insurance.Check out the following links for your carrier: AT&T: https://goo.gl/tuPypBCotsco: https://goo.gl/gowZBBCricket: https://goo.gl/UBZ7FHFido: https://goo.gl/HjhUFBMetroPCS: https://goo.gl/VnhfT7nTelos: https://goo.gl/7mcwVvRogers: https://goo.gl/kgzA7CSprint: https://goo.gl/o6URZ3T-Mobile: https://goo.gl/hMpFy3Verizon Wireless: https://goo.gl/Phtk9sWalmart:https://goo.gl/f6LbUCFreedom Mobile: https://goo.gl/X5Ra4qTelus: 1-866-281-4537Koodoo Moble: 1-844-574-18393. Best Buy with Samsung Experience Shop inside of it (https://goo.gl/MnGpIL). Here is a Store Locator: https://goo.gl/RS1YXm4. Samsung Repair Center: https://goo.gl/oaEuyN5. Ship it to Samsung: https://goo.gl/FyQfKB(All links are shortened with Google URL Shortener and are safe to click)\n\nAcrillix - Samsung Community Valued Contributor Elite MemberBe sure to click ""✓ Accept as Solution"" when you find an answer that works for you and ""This Helped Me"" if it\'s helpful. My Blog - Guru of the Galaxies: http://guruofthegalaxies.com/\n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Answering-Calls/m-p/125136#M9199,473,7,Samsung,Galaxy S8,Answering Calls,"
Whenever I answer the phone it automatically goes to speaker phone. HELP!!! 



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
Looks I was able to fix the problem. This is how: 1) since a third party app was the problem I looked through the apps that had permission to  my ""phone"" and my ""microphone"" since that was where the problem was  2) I started denying permission to apps and then calling to see if the app I turned off was the problem. When it wasn't I repeated the same process with other apps. 3) Once I found out what app was causing the problem I made sure that I denied permission for that app to the phone. For me this app was TouchPal. Thanks for your help! 👍🏾


",1,Asteroid,"['\nMay I ask which phone you have? Let\'s start with the model number and we\'ll go from there.\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. \n\n\n\n', '\nI have a Samsung Galaxy S8: model number SM-G950U\n\n\n', '\nOkay, this very well could be caused by a third party app without you even knowing it. Let\'s have you put your phone into Safe Mode to rule that out, and test to see if it happens again should you answer a call.\n\xa0\nTo put your phone into Safe Mode, you can check out the guide I wrote up, which makes it super simple to do -\xa0S8 Specific | How To: Safe Mode, Reset Settings, and Cache Wipe\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. \n\n\n\n', '\nYeah so I put it into safe mode and the problem was fixed. How do I know what app is causing it and how do I make a permanent fix in regular mode?\xa0\n\n\n', '\nLooks I was able to fix the problem. This is how: 1) since a third party app was the problem I looked through the apps that had permission to \xa0my ""phone"" and my ""microphone"" since that was where the problem was \xa02) I started denying permission to apps and then calling to see if the app I turned off was the problem. When it wasn\'t I repeated the same process with other apps. 3) Once I found out what app was causing the problem I made sure that I denied permission for that app to the phone. For me this app was TouchPal. Thanks for your help! 👍🏾\n\n\n', '\nAwesome! Happy to hear you were able to track down the app responsible.\xa0\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. \n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-Plus-Streaming/m-p/142210#M14696,108,3,Samsung,Galaxy S8,S8 Plus Streaming,"
Whenever I stream radio over my S8+ the radio app will shut off as soon as my phone goes to sleep. Is there a setting I need to turn on/off to keep the radio playing whenever my phone goes to sleep?  My Amazon Music will continue to play when my phone goes to sleep but any radio will shut off. I went in and turned on the 'Always on Display' thinking that would solve the issue but it doesn't as the phone still goes dark but simply displays the time.  Any thoughts? Thank you. 



						
							Solved!
						
						Go to Solution.



",Galaxy,,,"
Hey @Scott16475
Exactly which radio apps are shutting down when the phone goes to sleep mode? Have you reached out to those app makers since it doesn't happen with all music playing apps?

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,"['\nNo problem. Sorry to hear it\'s the one you wanted to listen to them most. Isn\'t that always the way? \xa0>_<\n\nBe sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.\n\n\n\n']"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Unauthorized-file-downloads/m-p/118723#M7069,1648,12,Samsung,Galaxy S8,Unauthorized file downloads,"
I downloaded a pdf a week ago but ever since then it's been automatically redownloading on my phone over and over again. I have multiple copies now of the same file and every time I delete it, it downloads again at some random time whether I have Wi-Fi on or off. I have a security system on my phone and it says that everything's ok with internet, files, and downloads. I don't know what to do to prevent these automatic file downloads please help? Is there a download manager on the S8 that asks me for permission before downloading anything or where I can block certain downloads?



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
May I ask what the PDF was? You don't have to go into detail, I'm just wondering if it was a generic PDF file download. From your downloads folder on your phone, are you able to just completely remove it, then restart your phone?

Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you. If a post stand out to you, perhaps you could give that post a star to show other community members they were able to assist or was relevant to you. 



",0,Honored Contributor,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-Contacts-App-stops-working/m-p/142166#M14683,95,3,Samsung,Galaxy S8,S8+ Contacts App stops working,"
My contacts app stops working, and closes any time I try to use it. I have completed all of the steps I have found in other messages on this topic. I have Cleared the app cacheI have cleared the phone cacheI have re-booted in safe mode to ensure there are no 3rd party apps causing the problem.  Next steps?? Thanks!



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Hello @userLrYSPtth7L
Let's try a few other steps that have worked for others:

Go to Settings > Apps (application manager)
Tap on the three dots on the top right
Tap ""Reset app preferences""

 
As a slightly random question, what Voice Mail system (if any) do you use? Some, like Google Voice, keep deleted Voice Mails on the phone which has been known to cause problems.

Open Google Voice app
Select “Voicemail” (VM)
Now press menu or the 3 vertical dots on the upper right
Tap “Delete”


Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-slow-lte-network-U-S-Cellular/m-p/111484#M5063,4942,10,Samsung,Galaxy S8,S8+ slow lte network U.S. Cellular,"
Hello, I have just recently gotten the new s8 plus and have been having very slow 4g lte speeds I have taken it into the store I got it from and the manager of the store couldn't figure it out I called customer support and they said my speeds should be at least 40megs at least and they are not i have unlimited data on a 4g network and yet I still get speeds of at least 3.77 nothing higher even tried getting it fixed and then some. Restarted my phone, reconnected it as per customer support asking me to do it and still no improvement with the 4g speeds they claim there is no issue I had no issues when I had my Samsung galaxy s7 please if anyone else is having these issues and found a way to fix it let me know thank you. I have included a picture of the speeds I'm getting that I should not be getting



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
It's not your phone that's causing the problem!  Sadly, there is no solution, except to keep complaining and hoping they change their policy.  I switched from Sprint back in early March and was happy for about a month or so with true unlimited speeds of about 15-20 Mbps.  I even traded in my Sprint S7 Edge that was unlocked and paid for becuase they could only get 3G to work and not 4G due to it not having the same frequencies as the US Cellular version of the same phone.  Oddly, the 3G speeds were about double what I currently have on ""high speed"" 4G.  A couple of weeks of having ""slow"" 3G speeds, I decided to get a US Cellular S7 Edge, when they had a $250 trade-in promo going on.  I had trouble getting my $150 gift card but that's another story.  Plus, my employee discount doesn't work with US Cellular unlimited plans because it's already such a ""great deal"".  LOL.   In hindsight, I should've just kept my Sprint S7 Edge running on the US Cellular network, since the phone was paid and worked just fine on faster 3G speeds.  Now, I'm paying for a new phone that has half the internet speed! For some reason, they started capping unlimited speeds at 1.5 Mbps back in late April for ALL unlimited plans.  At first, i went in to the store and they swapped sim cards and even went as far as warrantying me a new phone, since the Customer Service Reps at the store had no clue why my speeds suddenly were only 10% of what I used to have.  Still got the same crappy speeds with the new phone.  I showed them my speeds on a speedtest app and the needle briefly goes past 10 Mbps and quickly slows down to 1.5 Mbps EVERY time, which is very slow for 4G/LTE speeds, in my opinion.  I added 3 lines to my account and they have the same slow speeds.  When my friends phones on my plan also had the same exact speeds, I went back to the store for a solution.  After them not knowing the reason why, they eventually called tech support and they found out that they are capping all unlimited plan speeds at 1.5 Mbps!  Their reasoning is that is acceptable for SD streaming.  Okay, I get that, they even have that in their fine print but what about other uses for data besides streaming?  They need to add to the fine print that ALL internet speeds will be slowed to 1.5 Mbps on the unlimited plans, NOT just streaming.  I can only imagine how slow the network gets on 2G when you reach your 22GB data limit, if that's even possible at 1.5 Mbps!  I'm regretting switching to US Cellular and should've went to Verizon!  I hope people keep complaining and they change this stupid policy or at the very least, add it to their fine print so people know why their speeds are slower than they should be.  In the long run, they will lose many customers to other carriers that do not slow down unlimited speeds until you reach your 22 GB cap and even then, some don't unless the network is congested!  They tried to get me to switch to a shared plan to avoid the ""unlimited"" speed cap but you get charged $15 per GB if you go over and I think that's what they want.   


",0,Constellation,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-won-t-update/m-p/139662#M13976,1087,10,Samsung,Galaxy S8,S8+ won't update,"
I just updated bixby and it's telling me I need to update my phone B4 I can use bixby voice. My phone hasn't gotten any updates and when I check it says my software is up to date. I have an at&t s8+ unlocked.



						
							Solved!
						
						Go to Solution.



",Cosmic Ray,,,"
Ah. Since it was unlocked, you may have to go to AT&T to get the update. 
 
Let me know how this goes once you get back. Safe travels!  


",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-No-sound-output-using-USB-DAC-amp-Sound-cuts-off-afterwards/m-p/118030#M6913,2369,4,Samsung,Galaxy S8,S8 - No sound output using USB DAC&Sound cuts off afterwards,"
Hi, My s8 has trouble connecting w/ Chord Mojo DAC. Samsung Connect recognized mojo but there is no sound output. After I disconnected it, all the sounds cut off completely. I have restart the phone to resolve the issue. However, Dragonfly Black works perfectly on the phone so I am not sure what's going on.



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
If you turn on the ""Prevent USB audio routing"" in the developer options, the sound won't be cut off after using Mojo


",0,Asteroid,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Latest-version-of-Samsung-Pay/m-p/140976#M14339,206,3,Samsung,Galaxy S8,Latest version of Samsung Pay?,"
My Samsung Pay says to 'Update' but when I click the button it takes me to the app store and the only 2 options are 'Uninstall' and 'Open'. 
 
Can someone please verify I have the latest version (2.7.13)? Screenshot is below.
 
Thanks!



						
							Solved!
						
						Go to Solution.



",Galaxy,,,"
That's the latest version 2.7.13, when you push update takes you to play store page, scroll all way down and you can see that is the latest version. 


",1,Cosmic Ray,"[""\nI have the same problem with my Galaxy S6. I'd surely like to know what's going on.\n\n\n"", ""\nThat's the latest version 2.7.13, when you push update takes you to play store page, scroll all way down and you can see that is the latest version.\xa0\n\n\n""]"
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Screen-Rotation-lags/m-p/140187#M14103,174,3,Samsung,Galaxy S8,Screen Rotation lags.,"
Hi I just switched from being an iPhone user for 8 years. 
 
Whenever I change into landscape mode for anything like video web or common apps. It always lags or stutters. Is this normal or should it be more fluid and less stutter? 
It sometimes takes the phone 2 seconds to rotate.
 
Which is pretty long for just moving the phone sideways. 



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Hello there, @userk44pFpbH5t
Let's try some troubleshooting steps, just let us know how these go!

Are all your Apps are up to date? You have 2 places that you need to look. Google Play store and Galaxy app store. Go to both and check My Apps. Make sure there is no app that needs updating. 
Is your phone OS up to date? Go to Settings, About phone and check for software update. Make sure you have the latest phone software. 
Clear phone cache. Instructions are here. 
Clear Application cache and sometimes Application data. Instructions are here. 
Restart your phone in Safe mode. This is just to help you isolate the issue if it is caused by 3rd part apps. Instructions are here.


Be sure to click "" ✓ Accept as Solution"" when you find an answer that works for you.



",0,Samsung Moderator,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Some-problems-with-My-samsung-s8-plus/m-p/136214#M12802,243,3,Samsung,Galaxy S8,Some problems with My samsung s8 plus,"
HiI have got some problems with my mobile phone. Suddenly some applications like Gmail or Dictionary have stoped working. When I go to my gmail and I want to select an email to read it stops working and closes the app. In instagram when I want to check my direct it stops working! The same problem with Sms . I really do not know what is wrong with my phone. And the wierd thing is that my friend had the exact same problems. Could you please help me how to fix it?Thank you



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Thanks for your reply. It has been solved as I updated the application wich was related to Android. The problem was with the OS of my phone


",0,Constellation,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/How-to-get-bixby-early-access/m-p/127906#M10199,866,4,Samsung,Galaxy S8,How to get bixby early access,"
			
				
					
						 
					
				
			
			
				
			
			
				


						
							Solved!
						
						Go to Solution.



",Constellation,,,"
In order to get early access to Bixby voice, you had to sign up on Samsung's early access page. As of now, the sign-up is closed and they are not taking any more registrants. You can watch this link here to their page, but I don't know if it will be opening up again.https://sso-us.samsung.com/sso/profile/bixbyepa

	______________________________________________________________________Science and technology revolutionize our lives, but memory, tradition and myth frame our response.Samsung Galaxy S8 fan and proud!



",0,Occasional Contributor (E),[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/Pulsating-audio-with-chirping-through-S8-speaker/m-p/131526#M11315,277,4,Samsung,Galaxy S8,Pulsating audio (with chirping) through S8 speaker,"
Hello all, seeking answers for my wife and her phone issue. (NOTE: will update after *#0*# speaker test)  My wife has had the S8 for maybe two months now, and it's developed a unique audio bug, one that is prevalent through all streaming applications and usage. (there are a few things I haven't tested yet, like with or without headphones, or over Bluetooth, so bear with me for now)  She  is experiencing a pulsating effect to the audio, like a slow helicopter chop, or oscillation during all kinds of media playback, YouTube, Spotify, etc and even at certain points, like when someone is speaking in the video, their words are punctuated with electronic chirps. Had anyone else had this issue? I've seen plenty of posts about the S8 audio cutting out during a shake, or when pressure is applied to the phone body, but she has neither of those issues.  She listens to sleep meditation videos at night and this waffle, or pulsating/chirping, oscillation, or whatever it is,  is unbearable.  I've disabled usb audio routing in developer options, but she's asleep and I won't be able to run a *#0*# test until the morning. Fixes in the meantime will be much appreciated.  Thank you. 



						
							Solved!
						
						Go to Solution.



",Asteroid,,,"
UPDATE!!  the problem resurfaced. However the root cause has now been determined. (why, though, still remains a mystery.)  It seems to be an app conflict. The issue only arises when active sleep tracking is engaged with the Sleep as Android app. Something with a particular sensor, more than likely the accelerometer that tracks motion during sleep, is in conflict with with the audio on the S8. It's causing the chirping. When I pause sleep tracking the audio goes back to normal.  I've altered the app developers of this issue.  When my wife tracks her sleep she listens to meditation, so it's an audio thing there.  I hope this helps anyone with a similar problem.  Cheers


",0,Asteroid,[]
https://us.community.samsung.com/t5/Galaxy-S8-Questions-and-Answers/S8-not-sending-text-messages-when-I-m-disconnected-from-mobile/m-p/138350#M13476,102,1,Samsung,Galaxy S8,S8 not sending text messages when I'm disconnected from mobile network but connected to Wi-Fi.,"
I spend a lot of time in planes,  when I first got this phone I could turn airplane mode on connect to Wi-Fi and still send and receive text messages using the messaging app. Now it is not working, anytime I'm in airplane mode and connected to Wi-Fi no messages will send and I don't receive any until I'm on the ground and connected back to T-Mobile network.  Help please. 



						
							Solved!
						
						Go to Solution.



",Constellation,,,"
Toggle on Wi-Fi calling and that should hopefully resolve the issue.


",1,Constellation,['\nToggle on Wi-Fi calling and that should hopefully resolve the issue.\n\n\n']
